ChainOutputChainOutput: 
9,8,55976.0=0.5,55976.0=0.5,
9,9,56272.0=1.0,
9,10,
9,11,
9,12,48830.0=0.33333334,56314.0=0.6666667,
9,13,45054.0=1.0,
9,14,65530.0=1.0,
9,15,65534.0=0.33333334,61439.0=0.33333334,65534.0=0.33333334,
9,16,65535.0=0.5,65535.0=0.5,
10,0,0.0=1.0,
10,1,
10,2,
10,3,
10,4,
10,5,
10,6,
10,7,41642.0=1.0,
10,8,
10,9,49032.0=1.0,
10,10,
10,11,61354.0=0.5,65194.0=0.5,
10,12,65206.0=0.2,65210.0=0.2,65450.0=0.2,64250.0=0.4,
10,13,49083.0=0.5,48831.0=0.5,
10,14,65530.0=0.33333334,65518.0=0.33333334,65271.0=0.33333334,
10,15,
10,16,65535.0=0.2,65535.0=0.2,65535.0=0.6,
11,0,
11,1,32768.0=1.0,
11,2,
11,3,
11,4,
11,5,
11,6,
11,7,
11,8,
11,9,
11,10,43947.0=1.0,
11,11,54999.0=0.4,44794.0=0.4,32682.0=0.2,
11,12,44798.0=0.33333334,64250.0=0.5,65450.0=0.16666667,
11,13,64254.0=0.2857143,48831.0=0.14285715,48831.0=0.5714286,
11,14,49150.0=0.25,32703.0=0.125,65518.0=0.625,
11,15,65279.0=0.25,65534.0=0.25,65534.0=0.5,
11,16,65535.0=1.0,
12,0,
12,1,
12,2,
12,3,
12,4,
12,5,
12,6,
12,7,
12,8,44440.0=0.6666667,43690.0=0.33333334,
12,9,65160.0=0.33333334,64168.0=0.33333334,65160.0=0.33333334,
12,10,
12,11,30582.0=0.5714286,47803.0=0.14285715,44794.0=0.14285715,44794.0=0.14285715,
12,12,12223.0=0.23529412,48830.0=0.11764706,48830.0=0.11764706,48122.0=0.23529412,49082.0=0.05882353,61418.0=0.05882353,65167.0=0.05882353,48890.0=0.11764706,
12,13,64251.0=0.25,64506.0=0.5,64506.0=0.25,
12,14,65530.0=0.22222222,49087.0=0.11111111,65455.0=0.22222222,65530.0=0.22222222,49087.0=0.11111111,65518.0=0.11111111,
12,15,65279.0=0.2,49151.0=0.2,65534.0=0.2,65279.0=0.4,
12,16,65535.0=0.33333334,65535.0=0.33333334,65535.0=0.33333334,
13,0,0.0=1.0,
13,1,
13,2,
13,3,
13,4,
13,5,
13,6,36954.0=1.0,
13,7,
13,8,43690.0=0.6666667,43690.0=0.33333334,
13,9,
13,10,41726.0=1.0,
13,11,65194.0=0.6,44794.0=0.4,
13,12,22519.0=0.14285715,12283.0=0.2857143,65450.0=0.14285715,56062.0=0.2857143,65195.0=0.14285715,
13,13,65483.0=0.071428575,64251.0=0.071428575,31487.0=0.14285715,64446.0=0.14285715,64506.0=0.14285715,64446.0=0.14285715,64506.0=0.14285715,32757.0=0.071428575,64506.0=0.071428575,
13,14,24575.0=0.05263158,65530.0=0.05263158,65530.0=0.31578946,63486.0=0.05263158,65022.0=0.10526316,49150.0=0.10526316,64255.0=0.10526316,45055.0=0.05263158,49087.0=0.05263158,65518.0=0.05263158,63479.0=0.05263158,
13,15,65471.0=0.125,64511.0=0.5,63487.0=0.125,65534.0=0.125,65471.0=0.125,
13,16,65535.0=0.1,65535.0=0.1,65535.0=0.1,65535.0=0.2,65535.0=0.3,65535.0=0.2,
14,0,
14,1,
14,2,
14,3,
14,4,
14,5,
14,6,
14,7,
14,8,41654.0=0.33333334,43690.0=0.6666667,
14,9,54994.0=1.0,
14,10,48810.0=0.5,43710.0=0.125,48042.0=0.125,46774.0=0.25,
14,11,44971.0=0.125,63158.0=0.125,65194.0=0.5,65194.0=0.25,
14,12,12283.0=0.11111111,64175.0=0.11111111,63195.0=0.11111111,12283.0=0.11111111,44990.0=0.22222222,48890.0=0.22222222,65195.0=0.11111111,
14,13,64506.0=0.11111111,65246.0=0.055555556,49146.0=0.11111111,44991.0=0.055555556,61182.0=0.055555556,64191.0=0.11111111,64239.0=0.11111111,65451.0=0.055555556,65462.0=0.055555556,61175.0=0.055555556,24573.0=0.055555556,48831.0=0.16666667,
14,14,45055.0=0.055555556,61183.0=0.055555556,65467.0=0.027777778,60415.0=0.027777778,61183.0=0.11111111,65375.0=0.027777778,64255.0=0.055555556,65495.0=0.027777778,65215.0=0.11111111,65278.0=0.055555556,48895.0=0.055555556,65215.0=0.055555556,57342.0=0.027777778,48895.0=0.11111111,65278.0=0.055555556,65530.0=0.1388889,
14,15,65534.0=0.12903225,65471.0=0.032258064,65519.0=0.032258064,65527.0=0.032258064,65527.0=0.06451613,57343.0=0.06451613,65471.0=0.12903225,65534.0=0.12903225,65534.0=0.19354838,65471.0=0.06451613,65471.0=0.12903225,
14,16,65535.0=0.0625,65535.0=0.0625,65535.0=0.125,65535.0=0.125,65535.0=0.125,65535.0=0.125,65535.0=0.0625,65535.0=0.125,65535.0=0.1875,
15,0,
15,1,
15,2,
15,3,
15,4,
15,5,
15,6,
15,7,
15,8,
15,9,
15,10,41726.0=1.0,
15,11,63158.0=0.6666667,65448.0=0.33333334,
15,12,65450.0=0.4,49067.0=0.2,31663.0=0.2,48059.0=0.2,
15,13,65003.0=0.14285715,57085.0=0.14285715,64254.0=0.2857143,49071.0=0.14285715,61167.0=0.14285715,65528.0=0.14285715,
15,14,63423.0=0.028571429,64479.0=0.028571429,45055.0=0.057142857,32765.0=0.028571429,65278.0=0.057142857,65467.0=0.14285715,65518.0=0.114285715,64991.0=0.057142857,65215.0=0.028571429,65499.0=0.028571429,49087.0=0.057142857,65275.0=0.114285715,65278.0=0.22857143,65467.0=0.028571429,
15,15,65534.0=0.07692308,65534.0=0.07692308,65534.0=0.03846154,65527.0=0.03846154,64511.0=0.03846154,65279.0=0.03846154,65471.0=0.07692308,61439.0=0.03846154,65407.0=0.07692308,65534.0=0.15384616,49151.0=0.07692308,65531.0=0.26923078,
15,16,65535.0=0.035714287,65535.0=0.035714287,65535.0=0.035714287,65535.0=0.10714286,65535.0=0.10714286,65535.0=0.071428575,65535.0=0.035714287,65535.0=0.035714287,65535.0=0.071428575,65535.0=0.4642857,
16,0,
16,1,32768.0=1.0,
16,2,
16,3,
16,4,
16,5,
16,6,36954.0=1.0,
16,7,
16,8,61312.0=1.0,
16,9,
16,10,44762.0=0.375,48810.0=0.25,64170.0=0.25,65192.0=0.125,
16,11,65194.0=1.0,
16,12,
16,13,43007.0=0.09090909,61182.0=0.09090909,65199.0=0.27272728,65207.0=0.09090909,65451.0=0.18181819,65493.0=0.09090909,65528.0=0.18181819,
16,14,49087.0=0.14285715,57311.0=0.071428575,61311.0=0.071428575,64255.0=0.14285715,65215.0=0.21428572,65263.0=0.071428575,65495.0=0.14285715,65518.0=0.071428575,65525.0=0.071428575,
16,15,32767.0=0.037037037,49151.0=0.037037037,57343.0=0.037037037,63487.0=0.037037037,65279.0=0.14814815,65471.0=0.074074075,65503.0=0.037037037,65519.0=0.037037037,65527.0=0.11111111,65533.0=0.037037037,65534.0=0.4074074,
16,16,65535.0=1.0,
